periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,kategori
201303,2013-10-03,DKI2,58,,7,22,170,8,170,O3,TIDAK SEHAT
201304,2013-10-04,DKI3,63,,14,28,99,19,99,O3,SEDANG
201305,2013-10-05,DKI5,74,,13,32,117,25,117,O3,TIDAK SEHAT
201306,2013-10-06,DKI3,59,,23,28,113,20,113,O3,TIDAK SEHAT
201307,2013-10-07,DKI4,57,,14,37,104,20,104,O3,TIDAK SEHAT
201308,2013-10-08,DKI4,66,,22,36,117,11,117,O3,TIDAK SEHAT
201309,2013-10-09,DKI3,80,,44,42,98,21,98,O3,SEDANG
201310,2013-10-10,DKI3,66,,22,31,93,21,93,O3,SEDANG
201311,2013-10-11,DKI2,75,,30,53,131,16,131,O3,TIDAK SEHAT
201312,2013-10-12,DKI5,56,,30,42,142,17,142,O3,TIDAK SEHAT
201310,2013-10-13,DKI4,67,,25,22,119,14,119,O3,TIDAK SEHAT
201310,2013-10-14,DKI4,66,,32,36,120,18,120,O3,TIDAK SEHAT
201310,2013-10-15,DKI3,56,,23,24,80,15,80,O3,SEDANG
201310,2013-10-16,DKI3,76,,34,25,80,14,80,O3,SEDANG
201310,2013-10-17,DKI4,72,,25,24,55,14,72,PM10,SEDANG
201310,2013-10-18,DKI4,73,,27,23,83,13,83,O3,SEDANG
201310,2013-10-19,DKI3,76,,30,47,139,18,139,O3,TIDAK SEHAT
201310,2013-10-20,DKI5,56,,30,19,91,14,91,O3,SEDANG
201310,2013-10-21,DKI2,63,,34,33,105,19,105,O3,TIDAK SEHAT
201310,2013-10-22,DKI3,80,,40,30,89,20,89,O3,SEDANG
201310,2013-10-23,DKI5,69,,37,34,91,25,91,O3,SEDANG
201310,2013-10-24,DKI3,67,,40,38,103,22,103,O3,TIDAK SEHAT
201310,2013-10-25,DKI4,82,,29,38,159,30,159,O3,TIDAK SEHAT
201310,2013-10-26,DKI5,105,,37,50,110,21,110,O3,TIDAK SEHAT
201310,2013-10-27,DKI2,75,,45,41,85,18,85,O3,SEDANG
201310,2013-10-28,DKI4,65,,33,30,124,20,124,O3,TIDAK SEHAT
201310,2013-10-29,DKI4,65,,38,42,125,25,125,O3,TIDAK SEHAT
201310,2013-10-30,DKI4,69,,30,59,95,25,95,O3,SEDANG
201310,2013-10-31,DKI4,77,,28,45,120,20,120,O3,TIDAK SEHAT
201301,2013-11-01,DKI2,39,,5,15,53,5,53,O3,SEDANG
201302,2013-11-02,DKI2,72,,21,50,164,23,164,O3,TIDAK SEHAT
201303,2013-11-03,DKI2,51,,7,20,172,16,172,O3,TIDAK SEHAT
201304,2013-11-04,DKI4,78,,14,33,93,20,93,O3,SEDANG
201305,2013-11-05,DKI3,68,,48,32,110,19,110,O3,TIDAK SEHAT
201306,2013-11-06,DKI4,66,,19,35,116,19,116,O3,TIDAK SEHAT
201307,2013-11-07,DKI3,80,,19,45,118,26,118,O3,TIDAK SEHAT
201308,2013-11-08,DKI4,59,,24,32,92,15,92,O3,SEDANG
201309,2013-11-09,DKI3,77,,27,33,105,18,105,O3,TIDAK SEHAT
201310,2013-11-10,DKI3,71,,21,38,107,21,107,O3,TIDAK SEHAT
201311,2013-11-11,DKI4,68,,26,28,157,19,157,O3,TIDAK SEHAT
201312,2013-11-12,DKI4,64,,50,37,96,18,96,O3,SEDANG
201311,2013-11-13,DKI5,60,,45,37,140,19,140,O3,TIDAK SEHAT
201311,2013-11-14,DKI3,68,,41,60,121,25,121,O3,TIDAK SEHAT
201311,2013-11-15,DKI2,62,,28,52,104,26,104,O3,TIDAK SEHAT
201311,2013-11-16,DKI4,58,,33,33,97,17,97,O3,SEDANG
201311,2013-11-17,DKI4,49,,24,32,111,13,111,O3,TIDAK SEHAT
201311,2013-11-18,DKI4,48,,23,29,82,17,82,O3,SEDANG
201311,2013-11-19,DKI2,48,,23,35,59,9,59,O3,SEDANG
201311,2013-11-20,DKI4,50,,22,33,29,9,50,PM10,BAIK
201311,2013-11-21,DKI2,57,,22,28,58,16,58,O3,SEDANG
201311,2013-11-22,DKI2,64,,30,26,128,21,128,O3,TIDAK SEHAT
201311,2013-11-23,DKI4,67,,45,27,85,18,85,O3,SEDANG
201311,2013-11-24,DKI4,62,,33,20,147,14,147,O3,TIDAK SEHAT
201311,2013-11-25,DKI4,63,,28,27,147,19,147,O3,TIDAK SEHAT
201311,2013-11-26,DKI5,66,,33,27,38,17,66,PM10,SEDANG
201311,2013-11-27,DKI2,58,,35,35,112,28,112,O3,TIDAK SEHAT
201311,2013-11-28,DKI4,80,,52,32,127,22,127,O3,TIDAK SEHAT
201311,2013-11-29,DKI4,55,,42,28,140,15,140,O3,TIDAK SEHAT
201311,2013-11-30,DKI4,71,,50,31,151,24,151,O3,TIDAK SEHAT
201301,2013-12-01,DKI2,38,,7,16,140,6,140,O3,TIDAK SEHAT
201302,2013-12-02,DKI2,70,,17,35,158,20,158,O3,TIDAK SEHAT
201303,2013-12-03,DKI2,75,,32,30,187,37,187,O3,TIDAK SEHAT
201304,2013-12-04,DKI4,63,,14,33,54,21,63,PM10,SEDANG
201305,2013-12-05,DKI4,57,,11,32,110,18,110,O3,TIDAK SEHAT
201306,2013-12-06,DKI4,37,,10,33,55,12,55,O3,SEDANG
201307,2013-12-07,DKI4,60,,28,45,88,21,88,O3,SEDANG
201308,2013-12-08,DKI3,57,,16,23,110,15,110,O3,TIDAK SEHAT
201309,2013-12-09,DKI4,76,,33,29,70,17,76,PM10,SEDANG
201310,2013-12-10,DKI3,62,,31,29,121,20,121,O3,TIDAK SEHAT
201311,2013-12-11,DKI5,76,,40,42,87,23,87,O3,SEDANG
201312,2013-12-12,DKI2,51,,19,34,53,20,53,O3,SEDANG
201312,2013-12-13,DKI1,56,,22,57,52,17,57,CO,SEDANG
201312,2013-12-14,DKI4,39,,11,38,79,11,79,O3,SEDANG
201312,2013-12-15,DKI4,64,,25,66,101,16,101,O3,TIDAK SEHAT
201312,2013-12-16,DKI2,58,,6,41,141,21,141,O3,TIDAK SEHAT
201312,2013-12-17,DKI4,52,,6,39,132,21,132,O3,TIDAK SEHAT
201312,2013-12-18,DKI4,75,,4,65,123,21,123,O3,TIDAK SEHAT
201312,2013-12-19,DKI4,61,,5,32,117,17,117,O3,TIDAK SEHAT
201312,2013-12-20,DKI4,63,,6,50,79,15,79,O3,SEDANG
201312,2013-12-21,DKI1,41,,6,50,34,9,50,CO,BAIK
201312,2013-12-22,DKI4,26,,6,50,54,9,54,O3,SEDANG
201312,2013-12-23,DKI4,31,,7,50,53,12,53,O3,SEDANG
201312,2013-12-24,DKI4,40,,6,32,47,10,47,O3,BAIK
201312,2013-12-25,DKI1,57,,9,32,63,12,63,O3,SEDANG
201312,2013-12-26,DKI4,57,,7,27,72,15,72,O3,SEDANG
201312,2013-12-27,DKI4,72,,10,61,71,17,72,PM10,SEDANG
201312,2013-12-28,DKI4,67,,7,50,65,11,67,PM10,SEDANG
201312,2013-12-29,DKI4,53,,8,21,63,12,63,O3,SEDANG
201312,2013-12-30,DKI4,41,,10,26,67,12,67,O3,SEDANG
201312,2013-12-31,DKI4,28,,6,26,69,13,69,O3,SEDANG
201401,2014-01-01,DKI1,77,,3,39,54,13,77,PM10,SEDANG
201401,2014-01-01,DKI2,56,,2,33,50,13,56,PM10,SEDANG
201401,2014-01-01,DKI3,54,,6,56,41,---,56,CO,SEDANG
201401,2014-01-01,DKI4,63,,8,58,64,9,64,O3,SEDANG
201401,2014-01-01,DKI5,67,,3,44,44,10,67,PM10,SEDANG
201402,2014-01-02,DKI1,---,,1,23,48,12,48,O3,BAIK
201402,2014-01-02,DKI2,51,,1,21,45,11,51,PM10,SEDANG
201402,2014-01-02,DKI3,34,,6,29,45,---,45,O3,BAIK
201402,2014-01-02,DKI4,33,,6,30,43,5,43,O3,BAIK
201402,2014-01-02,DKI5,61,,1,22,47,9,61,PM10,SEDANG
201403,2014-01-03,DKI1,72,,5,36,47,16,72,PM10,SEDANG
201403,2014-01-03,DKI2,69,,10,25,64,17,69,PM10,SEDANG
201403,2014-01-03,DKI3,40,,9,31,91,7,91,O3,SEDANG
201403,2014-01-03,DKI4,65,,8,15,---,9,65,PM10,SEDANG
201403,2014-01-03,DKI5,74,,3,31,73,12,74,PM10,SEDANG
201404,2014-01-04,DKI1,64,,9,37,59,14,64,PM10,SEDANG
201404,2014-01-04,DKI2,72,,9,29,70,15,72,PM10,SEDANG
201404,2014-01-04,DKI3,21,,9,29,79,8,79,O3,SEDANG
201404,2014-01-04,DKI4,74,,9,27,71,15,74,PM10,SEDANG
201404,2014-01-04,DKI5,81,,5,30,111,13,111,O3,TIDAK SEHAT
201405,2014-01-05,DKI1,60,,8,40,69,18,69,O3,SEDANG
201405,2014-01-05,DKI2,74,,14,30,78,17,78,O3,SEDANG
201405,2014-01-05,DKI3,16,,11,30,80,13,80,O3,SEDANG
201405,2014-01-05,DKI4,53,,9,19,78,12,78,O3,SEDANG
201405,2014-01-05,DKI5,68,,5,28,94,13,94,O3,SEDANG
201406,2014-01-06,DKI1,67,,6,55,64,21,67,PM10,SEDANG
201406,2014-01-06,DKI2,75,,14,42,87,20,87,O3,SEDANG
201406,2014-01-06,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201406,2014-01-06,DKI4,79,,9,39,78,17,79,PM10,SEDANG
201406,2014-01-06,DKI5,80,,6,35,136,13,136,O3,TIDAK SEHAT
201407,2014-01-07,DKI1,55,,11,32,52,16,55,PM10,SEDANG
201407,2014-01-07,DKI2,---,,23,17,50,13,50,O3,BAIK
201407,2014-01-07,DKI3,19,,13,19,86,9,86,O3,SEDANG
201407,2014-01-07,DKI4,77,,13,14,95,13,95,O3,SEDANG
201407,2014-01-07,DKI5,60,,---,20,81,12,81,O3,SEDANG
201408,2014-01-08,DKI1,40,,9,12,64,10,64,O3,SEDANG
201408,2014-01-08,DKI2,54,,12,9,80,8,80,O3,SEDANG
201408,2014-01-08,DKI3,11,,13,14,55,5,55,O3,SEDANG
201408,2014-01-08,DKI4,56,,11,8,72,7,72,O3,SEDANG
201408,2014-01-08,DKI5,45,,4,11,64,5,64,O3,SEDANG
201409,2014-01-09,DKI1,50,,11,20,50,15,50,PM10,BAIK
201409,2014-01-09,DKI2,59,,10,9,60,14,60,O3,SEDANG
201409,2014-01-09,DKI3,29,,16,12,75,5,75,O3,SEDANG
201409,2014-01-09,DKI4,68,,14,7,43,5,68,PM10,SEDANG
201409,2014-01-09,DKI5,54,,9,10,42,10,54,PM10,SEDANG
201410,2014-01-10,DKI1,55,,13,26,38,20,55,PM10,SEDANG
201410,2014-01-10,DKI2,64,,15,14,66,13,66,O3,SEDANG
201410,2014-01-10,DKI3,35,,16,41,29,16,41,CO,BAIK
201410,2014-01-10,DKI4,102,,16,6,67,15,102,PM10,TIDAK SEHAT
201410,2014-01-10,DKI5,73,,9,28,54,12,73,PM10,SEDANG
201411,2014-01-11,DKI1,33,,9,22,69,21,69,O3,SEDANG
201411,2014-01-11,DKI2,---,,16,12,96,13,96,O3,SEDANG
201411,2014-01-11,DKI3,14,,15,11,36,6,36,O3,BAIK
201411,2014-01-11,DKI4,58,,---,5,77,9,77,O3,SEDANG
201411,2014-01-11,DKI5,44,,8,8,82,7,82,O3,SEDANG
201412,2014-01-12,DKI1,31,,12,20,29,10,31,PM10,BAIK
201412,2014-01-12,DKI2,33,,14,13,34,12,34,O3,BAIK
201412,2014-01-12,DKI3,13,,14,9,6,---,14,SO2,BAIK
201412,2014-01-12,DKI4,25,,11,4,22,3,25,PM10,BAIK
201412,2014-01-12,DKI5,32,,13,14,---,9,32,PM10,BAIK
201401,2014-01-13,DKI1,40,,6,39,54,15,54,O3,SEDANG
201401,2014-01-13,DKI2,28,,4,24,58,20,58,O3,SEDANG
201401,2014-01-13,DKI3,13,,7,23,42,---,42,O3,BAIK
201401,2014-01-13,DKI4,20,,6,18,70,8,70,O3,SEDANG
201401,2014-01-13,DKI5,34,,3,25,39,12,39,O3,BAIK
201401,2014-01-14,DKI1,54,,9,36,53,16,54,PM10,SEDANG
201401,2014-01-14,DKI2,37,,5,22,40,11,40,O3,BAIK
201401,2014-01-14,DKI3,17,,7,19,45,---,45,O3,BAIK
201401,2014-01-14,DKI4,34,,9,19,72,6,72,O3,SEDANG
201401,2014-01-14,DKI5,52,,8,18,38,8,52,PM10,SEDANG
201401,2014-01-15,DKI1,46,,3,29,54,10,54,O3,SEDANG
201401,2014-01-15,DKI2,28,,2,16,48,12,48,O3,BAIK
201401,2014-01-15,DKI3,21,,6,20,40,---,40,O3,BAIK
201401,2014-01-15,DKI4,27,,7,22,51,7,51,O3,SEDANG
201401,2014-01-15,DKI5,33,,4,14,35,7,35,O3,BAIK
201401,2014-01-16,DKI1,50,,4,39,46,14,50,PM10,BAIK
201401,2014-01-16,DKI2,31,,1,41,42,19,42,O3,BAIK
201401,2014-01-16,DKI3,17,,6,27,40,---,40,O3,BAIK
201401,2014-01-16,DKI4,20,,6,34,49,7,49,O3,BAIK
201401,2014-01-16,DKI5,40,,2,31,33,9,40,PM10,BAIK
201401,2014-01-17,DKI1,51,,2,33,56,18,56,O3,SEDANG
201401,2014-01-17,DKI2,36,,---,18,49,18,49,O3,BAIK
201401,2014-01-17,DKI3,25,,6,20,42,---,42,O3,BAIK
201401,2014-01-17,DKI4,30,,5,20,61,9,61,O3,SEDANG
201401,2014-01-17,DKI5,47,,2,19,39,13,47,PM10,BAIK
201401,2014-01-18,DKI1,39,,1,25,55,15,55,O3,SEDANG
201401,2014-01-18,DKI2,31,,---,10,47,13,47,O3,BAIK
201401,2014-01-18,DKI3,16,,6,21,42,---,42,O3,BAIK
201401,2014-01-18,DKI4,21,,5,16,54,8,54,O3,SEDANG
201401,2014-01-18,DKI5,32,,1,16,37,11,37,O3,BAIK
201401,2014-01-19,DKI1,38,,1,26,57,15,57,O3,SEDANG
201401,2014-01-19,DKI2,25,,---,12,47,16,47,O3,BAIK
201401,2014-01-19,DKI3,---,,6,21,41,---,41,O3,BAIK
201401,2014-01-19,DKI4,27,,5,24,60,---,60,O3,SEDANG
201401,2014-01-19,DKI5,37,,1,25,36,13,37,PM10,BAIK
201401,2014-01-20,DKI1,54,,2,23,53,13,54,PM10,SEDANG
201401,2014-01-20,DKI2,33,,---,21,47,13,47,O3,BAIK
201401,2014-01-20,DKI3,---,,6,24,42,---,42,O3,BAIK
201401,2014-01-20,DKI4,29,,5,23,50,6,50,O3,BAIK
201401,2014-01-20,DKI5,53,,2,27,36,8,53,PM10,SEDANG
201401,2014-01-21,DKI1,44,,2,28,52,15,52,O3,SEDANG
201401,2014-01-21,DKI2,21,,---,10,45,13,45,O3,BAIK
201401,2014-01-21,DKI3,---,,6,13,39,---,39,O3,BAIK
201401,2014-01-21,DKI4,19,,5,12,54,6,54,O3,SEDANG
201401,2014-01-21,DKI5,37,,2,13,32,11,37,PM10,BAIK
201401,2014-01-22,DKI1,59,,7,29,51,15,59,PM10,SEDANG
201401,2014-01-22,DKI2,32,,1,23,50,21,50,O3,BAIK
201401,2014-01-22,DKI3,---,,7,14,41,---,41,O3,BAIK
201401,2014-01-22,DKI4,25,,8,17,52,9,52,O3,SEDANG
201401,2014-01-22,DKI5,53,,3,15,38,8,53,PM10,SEDANG
201401,2014-01-23,DKI1,48,,2,26,53,15,53,O3,SEDANG
201401,2014-01-23,DKI2,29,,---,15,45,13,45,O3,BAIK
201401,2014-01-23,DKI3,---,,6,19,41,---,41,O3,BAIK
201401,2014-01-23,DKI4,23,,5,13,47,7,47,O3,BAIK
201401,2014-01-23,DKI5,41,,1,12,39,8,41,PM10,BAIK
201401,2014-01-24,DKI1,59,,4,41,50,17,59,PM10,SEDANG
201401,2014-01-24,DKI2,48,,1,30,44,17,48,PM10,BAIK
201401,2014-01-24,DKI3,---,,6,20,44,---,44,O3,BAIK
201401,2014-01-24,DKI4,32,,6,29,50,10,50,O3,BAIK
201401,2014-01-24,DKI5,56,,2,30,37,12,56,PM10,SEDANG
201401,2014-01-25,DKI1,53,,2,23,53,15,53,PM10,SEDANG
201401,2014-01-25,DKI2,41,,2,13,44,13,44,O3,BAIK
201401,2014-01-25,DKI3,---,,6,14,42,---,42,O3,BAIK
201401,2014-01-25,DKI4,26,,6,14,56,7,56,O3,SEDANG
201401,2014-01-25,DKI5,47,,1,13,37,8,47,PM10,BAIK
201401,2014-01-26,DKI1,60,,3,32,56,12,60,PM10,SEDANG
201401,2014-01-26,DKI2,53,,3,21,55,14,55,O3,SEDANG
201401,2014-01-26,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201401,2014-01-26,DKI4,42,,7,40,54,9,54,O3,SEDANG
201401,2014-01-26,DKI5,67,,3,43,36,10,67,PM10,SEDANG
201401,2014-01-27,DKI1,65,,2,29,51,13,65,PM10,SEDANG
201401,2014-01-27,DKI2,36,,1,14,48,12,48,O3,BAIK
201401,2014-01-27,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201401,2014-01-27,DKI4,45,,7,28,56,6,56,O3,SEDANG
201401,2014-01-27,DKI5,63,,3,23,34,10,63,PM10,SEDANG
201401,2014-01-28,DKI1,---,,1,26,52,11,52,O3,SEDANG
201401,2014-01-28,DKI2,34,,1,13,49,10,49,O3,BAIK
201401,2014-01-28,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201401,2014-01-28,DKI4,19,,5,19,53,9,53,O3,SEDANG
201401,2014-01-28,DKI5,47,,1,16,30,11,47,PM10,BAIK
201401,2014-01-29,DKI1,---,,1,25,49,12,49,O3,BAIK
201401,2014-01-29,DKI2,31,,---,11,45,11,45,O3,BAIK
201401,2014-01-29,DKI3,32,,6,27,33,---,33,O3,BAIK
201401,2014-01-29,DKI4,19,,5,20,51,9,51,O3,SEDANG
201401,2014-01-29,DKI5,33,,1,13,30,9,33,PM10,BAIK
201401,2014-01-30,DKI1,---,,2,24,42,10,42,O3,BAIK
201401,2014-01-30,DKI2,32,,1,8,44,9,44,O3,BAIK
201401,2014-01-30,DKI3,37,,6,33,38,4,38,O3,BAIK
201401,2014-01-30,DKI4,26,,6,33,53,8,53,O3,SEDANG
201401,2014-01-30,DKI5,54,,2,25,35,9,54,PM10,SEDANG
201401,2014-01-31,DKI1,---,,1,23,46,10,46,O3,BAIK
201401,2014-01-31,DKI2,36,,1,8,42,9,42,O3,BAIK
201401,2014-01-31,DKI3,44,,6,33,40,---,44,PM10,BAIK
201401,2014-01-31,DKI4,31,,6,22,46,8,46,O3,BAIK
201401,2014-01-31,DKI5,56,,1,23,43,9,56,PM10,SEDANG
201401,2014-02-01,DKI1,55,,4,29,58,12,58,O3,SEDANG
201401,2014-02-01,DKI2,41,,2,21,47,13,47,O3,BAIK
201401,2014-02-01,DKI3,19,,7,23,64,---,64,O3,SEDANG
201401,2014-02-01,DKI4,37,,7,29,74,7,74,O3,SEDANG
201401,2014-02-01,DKI5,45,,4,24,43,9,45,PM10,BAIK
201402,2014-02-02,DKI1,---,,4,15,39,12,39,O3,BAIK
201402,2014-02-02,DKI2,32,,1,7,50,9,50,O3,BAIK
201402,2014-02-02,DKI3,31,,6,27,42,---,42,O3,BAIK
201402,2014-02-02,DKI4,---,,6,21,34,6,34,O3,BAIK
201402,2014-02-02,DKI5,37,,1,11,35,6,37,PM10,BAIK
201403,2014-02-03,DKI1,59,,3,26,70,12,70,O3,SEDANG
201403,2014-02-03,DKI2,50,,5,16,72,20,72,O3,SEDANG
201403,2014-02-03,DKI3,22,,9,20,75,8,75,O3,SEDANG
201403,2014-02-03,DKI4,52,,7,11,92,10,92,O3,SEDANG
201403,2014-02-03,DKI5,55,,3,18,66,8,66,O3,SEDANG
201404,2014-02-04,DKI1,55,,7,28,54,17,55,PM10,SEDANG
201404,2014-02-04,DKI2,68,,8,15,63,8,68,PM10,SEDANG
201404,2014-02-04,DKI3,30,,9,33,96,6,96,O3,SEDANG
201404,2014-02-04,DKI4,68,,7,16,87,11,87,O3,SEDANG
201404,2014-02-04,DKI5,74,,5,---,109,14,109,O3,TIDAK SEHAT
201405,2014-02-05,DKI1,77,,8,38,69,28,77,PM10,SEDANG
201405,2014-02-05,DKI2,85,,16,50,71,21,85,PM10,SEDANG
201405,2014-02-05,DKI3,18,,9,56,58,9,58,O3,SEDANG
201405,2014-02-05,DKI4,70,,7,49,63,12,70,PM10,SEDANG
201405,2014-02-05,DKI5,88,,5,39,131,14,131,O3,TIDAK SEHAT
201406,2014-02-06,DKI1,52,,11,26,42,16,52,PM10,SEDANG
201406,2014-02-06,DKI2,67,,15,15,54,13,67,PM10,SEDANG
201406,2014-02-06,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201406,2014-02-06,DKI4,76,,10,21,65,13,76,PM10,SEDANG
201406,2014-02-06,DKI5,66,,8,22,58,12,66,PM10,SEDANG
201407,2014-02-07,DKI1,57,,12,28,45,23,57,PM10,SEDANG
201407,2014-02-07,DKI2,---,,19,17,61,16,61,O3,SEDANG
201407,2014-02-07,DKI3,24,,14,20,67,8,67,O3,SEDANG
201407,2014-02-07,DKI4,75,,13,12,61,10,75,PM10,SEDANG
201407,2014-02-07,DKI5,69,,---,24,---,13,69,PM10,SEDANG
201408,2014-02-08,DKI1,37,,10,13,60,12,60,O3,SEDANG
201408,2014-02-08,DKI2,55,,11,11,69,8,69,O3,SEDANG
201408,2014-02-08,DKI3,17,,13,11,74,4,74,O3,SEDANG
201408,2014-02-08,DKI4,63,,12,7,64,9,64,O3,SEDANG
201408,2014-02-08,DKI5,41,,4,10,61,7,61,O3,SEDANG
201409,2014-02-09,DKI1,44,,11,27,56,17,56,O3,SEDANG
201409,2014-02-09,DKI2,65,,13,12,65,14,65,PM10,SEDANG
201409,2014-02-09,DKI3,34,,16,13,93,7,93,O3,SEDANG
201409,2014-02-09,DKI4,73,,13,7,82,8,82,O3,SEDANG
201409,2014-02-09,DKI5,56,,9,13,83,11,83,O3,SEDANG
201410,2014-02-10,DKI1,51,,12,30,45,18,51,PM10,SEDANG
201410,2014-02-10,DKI2,60,,14,12,59,11,60,PM10,SEDANG
201410,2014-02-10,DKI3,34,,16,15,32,8,34,PM10,BAIK
201410,2014-02-10,DKI4,74,,14,4,74,12,74,PM10,SEDANG
201410,2014-02-10,DKI5,64,,9,16,63,13,64,PM10,SEDANG
201411,2014-02-11,DKI1,46,,9,32,84,19,84,O3,SEDANG
201411,2014-02-11,DKI2,---,,16,21,98,17,98,O3,SEDANG
201411,2014-02-11,DKI3,19,,16,20,46,6,46,O3,BAIK
201411,2014-02-11,DKI4,92,,---,6,99,18,99,O3,SEDANG
201411,2014-02-11,DKI5,56,,9,16,107,11,107,O3,TIDAK SEHAT
201412,2014-02-12,DKI1,30,,12,24,43,13,43,O3,BAIK
201412,2014-02-12,DKI2,43,,16,16,49,13,49,O3,BAIK
201412,2014-02-12,DKI3,20,,15,14,11,5,20,PM10,BAIK
201412,2014-02-12,DKI4,47,,16,6,43,8,47,PM10,BAIK
201412,2014-02-12,DKI5,24,,9,10,---,4,24,PM10,BAIK
201402,2014-02-13,DKI1,67,,5,31,49,15,67,PM10,SEDANG
201402,2014-02-13,DKI2,69,,5,20,65,14,69,PM10,SEDANG
201402,2014-02-13,DKI3,38,,8,40,79,12,79,O3,SEDANG
201402,2014-02-13,DKI4,61,,6,23,69,9,69,O3,SEDANG
201402,2014-02-13,DKI5,70,,3,30,65,13,70,PM10,SEDANG
201402,2014-02-14,DKI1,58,,5,28,45,18,58,PM10,SEDANG
201402,2014-02-14,DKI2,51,,3,13,63,17,63,O3,SEDANG
201402,2014-02-14,DKI3,43,,8,46,52,---,52,O3,SEDANG
201402,2014-02-14,DKI4,60,,8,24,63,6,63,O3,SEDANG
201402,2014-02-14,DKI5,58,,4,18,51,9,58,PM10,SEDANG
201402,2014-02-15,DKI1,59,,5,29,43,13,59,PM10,SEDANG
201402,2014-02-15,DKI2,52,,3,13,63,14,63,O3,SEDANG
201402,2014-02-15,DKI3,60,,9,48,39,---,60,PM10,SEDANG
201402,2014-02-15,DKI4,65,,8,36,47,10,65,PM10,SEDANG
201402,2014-02-15,DKI5,78,,3,37,40,12,78,PM10,SEDANG
201402,2014-02-16,DKI1,73,,13,47,42,14,73,PM10,SEDANG
201402,2014-02-16,DKI2,65,,4,38,50,17,65,PM10,SEDANG
201402,2014-02-16,DKI3,63,,12,34,40,8,63,PM10,SEDANG
201402,2014-02-16,DKI4,67,,12,41,52,12,67,PM10,SEDANG
201402,2014-02-16,DKI5,82,,7,43,45,10,82,PM10,SEDANG
201402,2014-02-17,DKI1,87,,7,42,54,25,87,PM10,SEDANG
201402,2014-02-17,DKI2,81,,8,35,59,27,81,PM10,SEDANG
201402,2014-02-17,DKI3,59,,8,42,99,9,99,O3,SEDANG
201402,2014-02-17,DKI4,75,,8,29,94,14,94,O3,SEDANG
201402,2014-02-17,DKI5,113,,4,61,66,20,113,PM10,TIDAK SEHAT
201402,2014-02-18,DKI1,---,,4,38,41,16,41,O3,BAIK
201402,2014-02-18,DKI2,57,,5,25,62,25,62,O3,SEDANG
201402,2014-02-18,DKI3,51,,7,34,42,9,51,PM10,SEDANG
201402,2014-02-18,DKI4,66,,6,20,57,11,66,PM10,SEDANG
201402,2014-02-18,DKI5,76,,4,35,61,12,76,PM10,SEDANG
201402,2014-02-19,DKI1,75,,7,37,48,16,75,PM10,SEDANG
201402,2014-02-19,DKI2,60,,7,23,58,16,60,PM10,SEDANG
201402,2014-02-19,DKI3,67,,8,38,41,---,67,PM10,SEDANG
201402,2014-02-19,DKI4,59,,9,27,65,9,65,O3,SEDANG
201402,2014-02-19,DKI5,75,,7,22,62,11,75,PM10,SEDANG
201402,2014-02-20,DKI1,77,,7,35,59,21,77,PM10,SEDANG
201402,2014-02-20,DKI2,70,,12,26,90,34,90,O3,SEDANG
201402,2014-02-20,DKI3,54,,7,38,49,---,54,PM10,SEDANG
201402,2014-02-20,DKI4,67,,10,22,80,9,80,O3,SEDANG
201402,2014-02-20,DKI5,91,,4,36,75,11,91,PM10,SEDANG
201402,2014-02-21,DKI1,46,,8,29,55,13,55,O3,SEDANG
201402,2014-02-21,DKI2,35,,3,16,67,12,67,O3,SEDANG
201402,2014-02-21,DKI3,30,,9,19,44,---,44,O3,BAIK
201402,2014-02-21,DKI4,42,,8,10,60,7,60,O3,SEDANG
201402,2014-02-21,DKI5,52,,3,13,73,7,73,O3,SEDANG
201402,2014-02-22,DKI1,46,,6,32,43,12,46,PM10,BAIK
201402,2014-02-22,DKI2,50,,5,29,45,13,50,PM10,BAIK
201402,2014-02-22,DKI3,28,,8,28,29,---,29,O3,BAIK
201402,2014-02-22,DKI4,38,,7,18,52,6,52,O3,SEDANG
201402,2014-02-22,DKI5,43,,3,26,48,9,48,O3,BAIK
201402,2014-02-23,DKI1,34,,4,34,41,13,41,O3,BAIK
201402,2014-02-23,DKI2,28,,1,34,44,15,44,O3,BAIK
201402,2014-02-23,DKI3,18,,8,31,47,---,47,O3,BAIK
201402,2014-02-23,DKI4,27,,6,42,54,10,54,O3,SEDANG
201402,2014-02-23,DKI5,31,,2,26,43,13,43,O3,BAIK
201402,2014-02-24,DKI1,44,,4,38,41,17,44,PM10,BAIK
201402,2014-02-24,DKI2,39,,4,24,47,21,47,O3,BAIK
201402,2014-02-24,DKI3,25,,8,25,44,---,44,O3,BAIK
201402,2014-02-24,DKI4,51,,7,17,---,10,51,PM10,SEDANG
201402,2014-02-24,DKI5,43,,2,22,41,12,43,PM10,BAIK
201402,2014-02-25,DKI1,54,,5,43,53,25,54,PM10,SEDANG
201402,2014-02-25,DKI2,52,,6,24,48,13,52,PM10,SEDANG
201402,2014-02-25,DKI3,29,,8,30,47,7,47,O3,BAIK
