periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,kategori
202412,2024-12-03,DKI3,19.0,31.0,67.0,4.0,12.0,15.0,67.0,SO2,SEDANG
202412,2024-12-03,DKI4,,15.0,53.0,15.0,17.0,11.0,53.0,SO2,SEDANG
202412,2024-12-03,DKI5,,18.0,39.0,14.0,21.0,3.0,39.0,SO2,BAIK
202412,2024-12-04,DKI1,30.0,45.0,67.0,7.0,10.0,22.0,67.0,PM10,BAIK
202412,2024-12-04,DKI2,25.0,21.0,59.0,10.0,11.0,13.0,59.0,SO2,SEDANG
202412,2024-12-04,DKI3,30.0,45.0,67.0,7.0,10.0,22.0,67.0,SO2,SEDANG
202412,2024-12-04,DKI4,,20.0,53.0,17.0,14.0,15.0,53.0,SO2,SEDANG
202412,2024-12-04,DKI5,,23.0,42.0,15.0,22.0,6.0,42.0,SO2,BAIK
202412,2024-12-05,DKI1,17.0,26.0,67.0,3.0,12.0,13.0,67.0,PM25,BAIK
202412,2024-12-05,DKI2,21.0,21.0,59.0,9.0,11.0,19.0,59.0,SO2,SEDANG
202412,2024-12-05,DKI3,17.0,26.0,67.0,3.0,12.0,13.0,67.0,SO2,SEDANG
202412,2024-12-05,DKI4,,17.0,53.0,15.0,18.0,12.0,53.0,SO2,SEDANG
202412,2024-12-05,DKI5,,22.0,41.0,15.0,28.0,5.0,41.0,SO2,BAIK
202412,2024-12-06,DKI1,26.0,47.0,68.0,4.0,11.0,17.0,68.0,PM25,BAIK
202412,2024-12-06,DKI2,32.0,33.0,60.0,12.0,11.0,25.0,60.0,SO2,SEDANG
202412,2024-12-06,DKI3,26.0,47.0,68.0,4.0,11.0,17.0,68.0,SO2,SEDANG
202412,2024-12-06,DKI4,,22.0,53.0,16.0,16.0,13.0,53.0,SO2,SEDANG
202412,2024-12-06,DKI5,,31.0,45.0,16.0,27.0,8.0,45.0,SO2,BAIK
202412,2024-12-07,DKI1,66.0,103.0,69.0,27.0,12.0,98.0,103.0,PM25,SEDANG
202412,2024-12-07,DKI2,71.0,87.0,63.0,26.0,10.0,76.0,87.0,PM25,SEDANG
202412,2024-12-07,DKI3,66.0,103.0,69.0,27.0,12.0,98.0,103.0,PM25,TIDAK SEHAT
202412,2024-12-07,DKI4,,77.0,54.0,45.0,19.0,33.0,77.0,PM25,SEDANG
202412,2024-12-07,DKI5,,67.0,44.0,41.0,33.0,15.0,67.0,PM25,SEDANG
202412,2024-12-08,DKI1,38.0,67.0,68.0,15.0,18.0,57.0,68.0,PM25,SEDANG
202412,2024-12-08,DKI2,58.0,68.0,61.0,13.0,14.0,30.0,68.0,PM25,SEDANG
202412,2024-12-08,DKI3,38.0,67.0,68.0,15.0,18.0,57.0,68.0,SO2,SEDANG
202412,2024-12-08,DKI4,,54.0,54.0,29.0,28.0,22.0,54.0,PM25,SEDANG
202412,2024-12-08,DKI5,,48.0,40.0,24.0,41.0,12.0,48.0,PM25,BAIK
202412,2024-12-09,DKI1,42.0,69.0,69.0,11.0,11.0,29.0,69.0,PM25,SEDANG
202412,2024-12-09,DKI2,49.0,58.0,60.0,10.0,10.0,35.0,60.0,SO2,SEDANG
202412,2024-12-09,DKI3,42.0,69.0,69.0,11.0,11.0,29.0,69.0,PM25,SEDANG
202412,2024-12-09,DKI4,,37.0,54.0,22.0,17.0,23.0,54.0,SO2,SEDANG
202412,2024-12-09,DKI5,,50.0,43.0,19.0,39.0,12.0,50.0,PM25,BAIK
202412,2024-12-10,DKI1,38.0,56.0,68.0,12.0,7.0,61.0,68.0,PM25,BAIK
202412,2024-12-10,DKI2,39.0,43.0,60.0,15.0,8.0,43.0,60.0,SO2,SEDANG
202412,2024-12-10,DKI3,38.0,56.0,68.0,12.0,7.0,61.0,68.0,SO2,SEDANG
202412,2024-12-10,DKI4,,29.0,54.0,31.0,9.0,19.0,54.0,SO2,SEDANG
202412,2024-12-10,DKI5,,43.0,40.0,21.0,24.0,8.0,43.0,PM25,BAIK
202412,2024-12-11,DKI1,14.0,26.0,68.0,3.0,11.0,15.0,68.0,PM25,BAIK
202412,2024-12-11,DKI2,28.0,36.0,60.0,9.0,12.0,20.0,60.0,SO2,SEDANG
202412,2024-12-11,DKI3,14.0,26.0,68.0,3.0,11.0,15.0,68.0,SO2,SEDANG
202412,2024-12-11,DKI4,,16.0,54.0,15.0,14.0,13.0,54.0,SO2,SEDANG
202412,2024-12-11,DKI5,,33.0,42.0,15.0,26.0,4.0,42.0,SO2,BAIK
202412,2024-12-12,DKI1,19.0,40.0,68.0,3.0,13.0,10.0,68.0,PM25,BAIK
202412,2024-12-12,DKI2,31.0,34.0,61.0,11.0,12.0,,61.0,SO2,SEDANG
202412,2024-12-12,DKI3,19.0,40.0,68.0,3.0,13.0,10.0,68.0,SO2,SEDANG
202412,2024-12-12,DKI4,,19.0,54.0,14.0,17.0,10.0,54.0,SO2,SEDANG
202412,2024-12-12,DKI5,,25.0,42.0,15.0,21.0,4.0,42.0,SO2,BAIK
202412,2024-12-13,DKI1,21.0,52.0,69.0,4.0,13.0,14.0,69.0,PM25,BAIK
202412,2024-12-13,DKI2,36.0,49.0,72.0,10.0,11.0,9.0,72.0,SO2,SEDANG
202412,2024-12-13,DKI3,21.0,52.0,69.0,4.0,13.0,14.0,69.0,SO2,SEDANG
202412,2024-12-13,DKI4,,22.0,54.0,14.0,19.0,12.0,54.0,SO2,SEDANG
202412,2024-12-13,DKI5,,36.0,45.0,15.0,17.0,6.0,45.0,SO2,BAIK
202412,2024-12-14,DKI1,22.0,40.0,68.0,4.0,11.0,15.0,68.0,PM25,BAIK
202412,2024-12-14,DKI2,33.0,48.0,23.0,11.0,12.0,13.0,48.0,PM25,BAIK
202412,2024-12-14,DKI3,22.0,40.0,68.0,4.0,11.0,15.0,68.0,SO2,SEDANG
202412,2024-12-14,DKI4,15.0,18.0,54.0,15.0,14.0,11.0,54.0,SO2,SEDANG
202412,2024-12-14,DKI5,,31.0,42.0,15.0,20.0,4.0,42.0,SO2,BAIK
202412,2024-12-15,DKI1,18.0,40.0,68.0,6.0,10.0,21.0,68.0,PM25,BAIK
202412,2024-12-15,DKI2,25.0,34.0,23.0,10.0,12.0,11.0,34.0,PM25,BAIK
202412,2024-12-15,DKI3,18.0,40.0,68.0,6.0,10.0,21.0,68.0,SO2,SEDANG
202412,2024-12-15,DKI4,26.0,21.0,54.0,18.0,15.0,14.0,54.0,SO2,SEDANG
202412,2024-12-15,DKI5,,34.0,44.0,16.0,22.0,5.0,44.0,SO2,BAIK
202412,2024-12-16,DKI1,27.0,48.0,68.0,5.0,10.0,21.0,68.0,PM25,BAIK
202412,2024-12-16,DKI2,27.0,33.0,22.0,14.0,16.0,12.0,33.0,PM25,BAIK
202412,2024-12-16,DKI3,27.0,48.0,68.0,5.0,10.0,21.0,68.0,SO2,SEDANG
202412,2024-12-16,DKI4,22.0,19.0,54.0,18.0,14.0,15.0,54.0,SO2,SEDANG
202412,2024-12-16,DKI5,,35.0,42.0,16.0,30.0,6.0,42.0,SO2,BAIK
202412,2024-12-17,DKI1,27.0,37.0,68.0,6.0,10.0,30.0,68.0,PM25,BAIK
202412,2024-12-17,DKI2,26.0,38.0,23.0,15.0,14.0,,38.0,PM25,BAIK
202412,2024-12-17,DKI3,27.0,37.0,68.0,6.0,10.0,30.0,68.0,SO2,SEDANG
202412,2024-12-17,DKI4,26.0,21.0,54.0,18.0,17.0,15.0,54.0,SO2,SEDANG
202412,2024-12-17,DKI5,,37.0,42.0,16.0,34.0,7.0,42.0,SO2,BAIK
202412,2024-12-18,DKI1,50.0,67.0,69.0,8.0,8.0,59.0,69.0,PM25,BAIK
202412,2024-12-18,DKI2,33.0,41.0,22.0,13.0,11.0,5.0,41.0,PM25,BAIK
202412,2024-12-18,DKI3,50.0,67.0,69.0,8.0,8.0,59.0,69.0,SO2,SEDANG
202412,2024-12-18,DKI4,35.0,29.0,54.0,18.0,12.0,11.0,54.0,SO2,SEDANG
202412,2024-12-18,DKI5,,29.0,18.0,15.0,29.0,5.0,29.0,PM25,BAIK
202412,2024-12-19,DKI1,18.0,35.0,68.0,5.0,8.0,27.0,68.0,PM10,BAIK
202412,2024-12-19,DKI2,22.0,28.0,24.0,12.0,9.0,5.0,28.0,PM25,BAIK
202412,2024-12-19,DKI3,18.0,35.0,68.0,5.0,8.0,27.0,68.0,SO2,SEDANG
202412,2024-12-19,DKI4,24.0,22.0,54.0,16.0,13.0,10.0,54.0,SO2,SEDANG
202412,2024-12-19,DKI5,,20.0,51.0,4.0,29.0,5.0,51.0,SO2,SEDANG
202412,2024-12-20,DKI1,25.0,46.0,69.0,5.0,10.0,32.0,69.0,PM25,BAIK
202412,2024-12-20,DKI2,33.0,32.0,24.0,16.0,9.0,,33.0,PM10,BAIK
202412,2024-12-20,DKI3,25.0,46.0,69.0,5.0,10.0,32.0,69.0,SO2,SEDANG
202412,2024-12-20,DKI4,26.0,20.0,54.0,18.0,17.0,14.0,54.0,SO2,SEDANG
202412,2024-12-20,DKI5,,36.0,15.0,7.0,31.0,6.0,36.0,PM25,BAIK
202412,2024-12-21,DKI1,23.0,53.0,26.0,5.0,11.0,30.0,53.0,PM25,BAIK
202412,2024-12-21,DKI2,31.0,40.0,22.0,14.0,10.0,,40.0,PM25,BAIK
202412,2024-12-21,DKI3,23.0,53.0,26.0,5.0,11.0,30.0,53.0,PM25,SEDANG
202412,2024-12-21,DKI4,34.0,20.0,22.0,17.0,14.0,16.0,34.0,PM10,BAIK
202412,2024-12-21,DKI5,,38.0,17.0,6.0,35.0,8.0,38.0,PM25,BAIK
202412,2024-12-22,DKI1,53.0,80.0,16.0,11.0,13.0,31.0,80.0,PM25,SEDANG
202412,2024-12-22,DKI2,36.0,53.0,22.0,15.0,11.0,,53.0,PM25,SEDANG
202412,2024-12-22,DKI3,53.0,80.0,16.0,11.0,13.0,31.0,80.0,PM25,SEDANG
202412,2024-12-22,DKI4,48.0,35.0,22.0,22.0,19.0,22.0,48.0,PM10,BAIK
202412,2024-12-22,DKI5,,38.0,14.0,7.0,41.0,12.0,41.0,O3,BAIK
202412,2024-12-23,DKI1,52.0,78.0,12.0,15.0,11.0,45.0,78.0,PM25,BAIK
202412,2024-12-23,DKI2,39.0,46.0,21.0,14.0,12.0,,46.0,PM25,BAIK
202412,2024-12-23,DKI3,52.0,78.0,12.0,15.0,11.0,45.0,78.0,PM25,SEDANG
202412,2024-12-23,DKI4,50.0,30.0,21.0,25.0,18.0,24.0,50.0,PM10,BAIK
202412,2024-12-23,DKI5,,35.0,3.0,8.0,43.0,12.0,43.0,O3,BAIK
202412,2024-12-24,DKI1,38.0,55.0,12.0,9.0,10.0,33.0,55.0,PM25,SEDANG
202412,2024-12-24,DKI2,49.0,63.0,23.0,20.0,14.0,17.0,63.0,PM25,SEDANG
202412,2024-12-24,DKI3,38.0,55.0,12.0,9.0,10.0,33.0,55.0,PM25,SEDANG
202412,2024-12-24,DKI4,38.0,22.0,21.0,23.0,15.0,21.0,38.0,PM10,BAIK
202412,2024-12-24,DKI5,,51.0,10.0,11.0,39.0,12.0,51.0,PM25,SEDANG
202412,2024-12-25,DKI1,52.0,79.0,12.0,11.0,11.0,52.0,79.0,PM25,SEDANG
202412,2024-12-25,DKI2,43.0,50.0,22.0,16.0,12.0,15.0,50.0,PM25,BAIK
202412,2024-12-25,DKI3,52.0,79.0,12.0,11.0,11.0,52.0,79.0,PM25,SEDANG
202412,2024-12-25,DKI4,39.0,27.0,21.0,14.0,15.0,12.0,39.0,PM10,BAIK
202412,2024-12-25,DKI5,,43.0,9.0,7.0,33.0,9.0,43.0,PM25,BAIK
202412,2024-12-26,DKI1,39.0,62.0,12.0,11.0,9.0,35.0,62.0,PM25,SEDANG
202412,2024-12-26,DKI2,46.0,58.0,22.0,20.0,12.0,21.0,58.0,PM25,SEDANG
202412,2024-12-26,DKI3,39.0,62.0,12.0,11.0,9.0,35.0,62.0,PM25,SEDANG
202412,2024-12-26,DKI4,42.0,26.0,21.0,14.0,14.0,10.0,42.0,PM10,BAIK
202412,2024-12-26,DKI5,,51.0,7.0,10.0,24.0,11.0,51.0,PM25,SEDANG
202412,2024-12-27,DKI1,53.0,83.0,12.0,10.0,11.0,36.0,83.0,PM25,SEDANG
202412,2024-12-27,DKI2,41.0,55.0,24.0,15.0,12.0,11.0,55.0,PM25,SEDANG
202412,2024-12-27,DKI3,53.0,83.0,12.0,10.0,11.0,36.0,83.0,PM25,SEDANG
202412,2024-12-27,DKI4,44.0,29.0,21.0,11.0,17.0,14.0,44.0,PM10,BAIK
202412,2024-12-27,DKI5,,55.0,27.0,9.0,30.0,12.0,55.0,PM25,SEDANG
202412,2024-12-28,DKI1,64.0,101.0,14.0,9.0,11.0,35.0,101.0,PM25,SEDANG
202412,2024-12-28,DKI2,46.0,59.0,25.0,14.0,12.0,15.0,59.0,PM25,SEDANG
202412,2024-12-28,DKI3,64.0,101.0,14.0,9.0,11.0,35.0,101.0,PM25,TIDAK SEHAT
202412,2024-12-28,DKI4,50.0,33.0,23.0,9.0,20.0,13.0,50.0,PM10,BAIK
202412,2024-12-28,DKI5,,40.0,26.0,6.0,30.0,12.0,40.0,PM25,BAIK
202412,2024-12-29,DKI1,51.0,21.0,13.0,10.0,13.0,35.0,51.0,PM25,SEDANG
202412,2024-12-29,DKI2,49.0,61.0,26.0,13.0,14.0,12.0,61.0,PM25,SEDANG
202412,2024-12-29,DKI3,51.0,21.0,13.0,10.0,13.0,35.0,51.0,PM10,SEDANG
202412,2024-12-29,DKI4,53.0,37.0,23.0,12.0,19.0,14.0,53.0,PM10,SEDANG
202412,2024-12-29,DKI5,,51.0,32.0,8.0,28.0,11.0,51.0,PM25,SEDANG
202412,2024-12-30,DKI1,35.0,10.0,13.0,5.0,12.0,13.0,35.0,PM25,BAIK
202412,2024-12-30,DKI2,34.0,50.0,21.0,11.0,14.0,11.0,50.0,PM25,BAIK
202412,2024-12-30,DKI3,35.0,10.0,13.0,5.0,12.0,13.0,35.0,PM10,BAIK
202412,2024-12-30,DKI4,39.0,19.0,22.0,7.0,22.0,11.0,39.0,PM10,BAIK
202412,2024-12-30,DKI5,,34.0,9.0,5.0,38.0,8.0,38.0,O3,BAIK
202412,2024-12-31,DKI1,29.0,11.0,6.0,13.0,10.0,18.0,29.0,PM25,BAIK
202412,2024-12-31,DKI2,29.0,35.0,22.0,11.0,12.0,13.0,35.0,PM25,BAIK
202412,2024-12-31,DKI3,29.0,11.0,6.0,13.0,10.0,18.0,29.0,PM10,BAIK
202412,2024-12-31,DKI4,27.0,15.0,21.0,6.0,18.0,8.0,27.0,PM10,BAIK
202412,2024-12-31,DKI5,,26.0,9.0,3.0,26.0,3.0,26.0,PM25,BAIK
202501,2025-01-01,DKI1,46.0,63.0,12.0,22.0,10.0,16.0,63.0,PM25,SEDANG
202501,2025-01-01,DKI2,48.0,60.0,25.0,13.0,12.0,13.0,60.0,PM25,SEDANG
202501,2025-01-01,DKI3,49.0,73.0,,8.0,10.0,27.0,73.0,PM25,SEDANG
202501,2025-01-01,DKI4,46.0,30.0,23.0,9.0,19.0,9.0,46.0,PM10,BAIK
202501,2025-01-01,DKI5,,48.0,12.0,6.0,26.0,7.0,48.0,PM25,BAIK
202501,2025-01-02,DKI1,30.0,38.0,12.0,21.0,11.0,18.0,38.0,PM25,BAIK
202501,2025-01-02,DKI2,29.0,38.0,23.0,11.0,12.0,12.0,38.0,PM25,BAIK
202501,2025-01-02,DKI3,28.0,60.0,,6.0,11.0,22.0,60.0,PM25,SEDANG
202501,2025-01-02,DKI4,31.0,23.0,23.0,8.0,20.0,11.0,31.0,PM10,BAIK
202501,2025-01-02,DKI5,,26.0,13.0,4.0,28.0,4.0,28.0,O3,BAIK
202501,2025-01-03,DKI1,43.0,57.0,14.0,23.0,11.0,24.0,57.0,PM25,SEDANG
202501,2025-01-03,DKI2,51.0,60.0,26.0,13.0,12.0,16.0,60.0,PM25,SEDANG
202501,2025-01-03,DKI3,38.0,69.0,,8.0,13.0,35.0,69.0,PM25,SEDANG
202501,2025-01-03,DKI4,55.0,51.0,23.0,12.0,19.0,13.0,55.0,PM10,SEDANG
202501,2025-01-03,DKI5,,46.0,22.0,8.0,26.0,8.0,46.0,PM25,BAIK
202501,2025-01-04,DKI1,37.0,61.0,15.0,22.0,9.0,17.0,61.0,PM25,SEDANG
202501,2025-01-04,DKI2,37.0,48.0,24.0,10.0,11.0,14.0,48.0,PM25,BAIK
202501,2025-01-04,DKI3,34.0,62.0,13.0,5.0,10.0,23.0,62.0,PM25,SEDANG
202501,2025-01-04,DKI4,45.0,27.0,24.0,7.0,17.0,11.0,45.0,PM10,BAIK
202501,2025-01-04,DKI5,,33.0,25.0,4.0,28.0,8.0,33.0,PM25,BAIK
202501,2025-01-05,DKI1,26.0,56.0,10.0,20.0,8.0,11.0,56.0,PM25,SEDANG
202501,2025-01-05,DKI2,29.0,51.0,22.0,11.0,10.0,16.0,51.0,PM25,SEDANG
202501,2025-01-05,DKI3,41.0,68.0,13.0,7.0,9.0,35.0,68.0,PM25,SEDANG
202501,2025-01-05,DKI4,35.0,28.0,23.0,9.0,12.0,8.0,35.0,PM10,BAIK
202501,2025-01-05,DKI5,,26.0,4.0,4.0,16.0,,26.0,PM25,BAIK
202501,2025-01-06,DKI1,47.0,58.0,14.0,28.0,9.0,21.0,58.0,PM25,SEDANG
202501,2025-01-06,DKI2,56.0,71.0,25.0,18.0,11.0,36.0,71.0,PM25,SEDANG
202501,2025-01-06,DKI3,51.0,79.0,16.0,13.0,13.0,46.0,79.0,PM25,SEDANG
202501,2025-01-06,DKI4,55.0,43.0,22.0,18.0,21.0,11.0,55.0,PM10,SEDANG
202501,2025-01-06,DKI5,,46.0,15.0,8.0,17.0,,46.0,PM25,BAIK
202501,2025-01-07,DKI1,33.0,46.0,13.0,24.0,7.0,19.0,46.0,PM25,BAIK
202501,2025-01-07,DKI2,32.0,37.0,24.0,12.0,11.0,17.0,37.0,PM25,BAIK
202501,2025-01-07,DKI3,51.0,71.0,13.0,8.0,10.0,38.0,71.0,PM25,SEDANG
202501,2025-01-07,DKI4,37.0,25.0,10.0,12.0,14.0,8.0,37.0,PM10,BAIK
202501,2025-01-07,DKI5,9.0,43.0,21.0,4.0,20.0,4.0,43.0,PM25,BAIK
202501,2025-01-08,DKI1,30.0,46.0,12.0,24.0,7.0,19.0,46.0,PM25,BAIK
202501,2025-01-08,DKI2,29.0,36.0,24.0,11.0,10.0,19.0,36.0,PM25,BAIK
202501,2025-01-08,DKI3,31.0,54.0,13.0,5.0,12.0,19.0,54.0,PM25,SEDANG
202501,2025-01-08,DKI4,27.0,21.0,10.0,8.0,15.0,9.0,27.0,PM10,BAIK
202501,2025-01-08,DKI5,10.0,35.0,12.0,4.0,22.0,5.0,35.0,PM25,BAIK
202501,2025-01-09,DKI1,20.0,26.0,9.0,23.0,7.0,19.0,26.0,PM25,BAIK
202501,2025-01-09,DKI2,22.0,23.0,21.0,11.0,12.0,17.0,23.0,PM25,BAIK
202501,2025-01-09,DKI3,20.0,51.0,14.0,8.0,13.0,26.0,51.0,PM25,SEDANG
202501,2025-01-09,DKI4,26.0,16.0,10.0,10.0,14.0,13.0,26.0,PM10,BAIK
202501,2025-01-09,DKI5,14.0,29.0,3.0,6.0,31.0,7.0,31.0,O3,BAIK
202501,2025-01-10,DKI1,39.0,58.0,,19.0,12.0,25.0,58.0,PM25,SEDANG
202501,2025-01-10,DKI2,47.0,56.0,23.0,16.0,14.0,15.0,56.0,PM25,SEDANG
202501,2025-01-10,DKI3,53.0,77.0,19.0,15.0,16.0,43.0,77.0,PM25,SEDANG
202501,2025-01-10,DKI4,50.0,33.0,12.0,19.0,22.0,17.0,50.0,PM10,BAIK
202501,2025-01-10,DKI5,20.0,74.0,12.0,13.0,29.0,15.0,74.0,PM25,SEDANG
202501,2025-01-11,DKI1,41.0,56.0,,10.0,18.0,27.0,56.0,PM25,SEDANG
202501,2025-01-11,DKI2,39.0,55.0,22.0,11.0,19.0,8.0,55.0,PM25,SEDANG
202501,2025-01-11,DKI3,29.0,63.0,11.0,8.0,23.0,9.0,63.0,PM25,SEDANG
202501,2025-01-11,DKI4,45.0,23.0,12.0,10.0,30.0,17.0,45.0,PM10,BAIK
202501,2025-01-11,DKI5,19.0,60.0,10.0,6.0,36.0,10.0,60.0,PM25,SEDANG
202501,2025-01-12,DKI1,45.0,58.0,19.0,13.0,13.0,25.0,58.0,PM25,SEDANG
202501,2025-01-12,DKI2,44.0,55.0,24.0,11.0,14.0,10.0,55.0,PM25,SEDANG
202501,2025-01-12,DKI3,37.0,64.0,9.0,8.0,13.0,11.0,64.0,PM25,SEDANG
202501,2025-01-12,DKI4,48.0,21.0,11.0,11.0,19.0,11.0,48.0,PM10,BAIK
202501,2025-01-12,DKI5,14.0,56.0,14.0,5.0,25.0,9.0,56.0,PM25,SEDANG
202501,2025-01-13,DKI1,28.0,37.0,12.0,11.0,9.0,18.0,37.0,PM25,BAIK
202501,2025-01-13,DKI2,26.0,33.0,22.0,11.0,12.0,12.0,33.0,PM25,BAIK
202501,2025-01-13,DKI3,36.0,59.0,8.0,8.0,10.0,18.0,59.0,PM25,SEDANG
202501,2025-01-13,DKI4,30.0,22.0,11.0,10.0,12.0,12.0,30.0,PM10,BAIK
202501,2025-01-13,DKI5,10.0,35.0,8.0,5.0,21.0,5.0,35.0,PM25,BAIK
202501,2025-01-14,DKI1,32.0,54.0,51.0,15.0,6.0,13.0,54.0,PM25,SEDANG
202501,2025-01-14,DKI2,28.0,32.0,23.0,11.0,10.0,15.0,32.0,PM25,BAIK
202501,2025-01-14,DKI3,28.0,52.0,14.0,6.0,10.0,10.0,52.0,PM25,SEDANG
202501,2025-01-14,DKI4,26.0,14.0,13.0,8.0,14.0,11.0,26.0,PM10,BAIK
202501,2025-01-14,DKI5,12.0,33.0,17.0,5.0,24.0,6.0,33.0,PM25,BAIK
202501,2025-01-15,DKI1,34.0,51.0,62.0,15.0,8.0,23.0,62.0,SO2,SEDANG
202501,2025-01-15,DKI2,30.0,43.0,24.0,13.0,11.0,26.0,43.0,PM25,BAIK
202501,2025-01-15,DKI3,35.0,56.0,11.0,9.0,10.0,33.0,56.0,PM25,SEDANG
202501,2025-01-15,DKI4,32.0,23.0,12.0,10.0,14.0,9.0,32.0,PM10,BAIK
202501,2025-01-15,DKI5,15.0,49.0,13.0,6.0,20.0,4.0,49.0,PM25,BAIK
202501,2025-01-16,DKI1,40.0,57.0,62.0,15.0,6.0,25.0,62.0,SO2,SEDANG
202501,2025-01-16,DKI2,36.0,48.0,25.0,10.0,10.0,17.0,48.0,PM25,BAIK
202501,2025-01-16,DKI3,34.0,60.0,11.0,6.0,10.0,19.0,60.0,PM25,SEDANG
202501,2025-01-16,DKI4,34.0,23.0,13.0,8.0,16.0,10.0,34.0,PM10,BAIK
202501,2025-01-16,DKI5,11.0,54.0,21.0,5.0,42.0,4.0,54.0,PM25,SEDANG
202501,2025-01-17,DKI1,33.0,55.0,,14.0,7.0,25.0,55.0,PM25,SEDANG
202501,2025-01-17,DKI2,32.0,47.0,25.0,9.0,11.0,12.0,47.0,PM25,BAIK
202501,2025-01-17,DKI3,33.0,59.0,14.0,7.0,11.0,16.0,59.0,PM25,SEDANG
202501,2025-01-17,DKI4,33.0,20.0,14.0,8.0,15.0,11.0,33.0,PM10,BAIK
202501,2025-01-17,DKI5,11.0,54.0,26.0,4.0,50.0,5.0,54.0,PM25,SEDANG
202501,2025-01-18,DKI1,24.0,34.0,29.0,11.0,10.0,21.0,34.0,PM25,BAIK
202501,2025-01-18,DKI2,24.0,35.0,21.0,10.0,12.0,13.0,35.0,PM25,BAIK
202501,2025-01-18,DKI3,21.0,40.0,12.0,7.0,11.0,9.0,40.0,PM25,BAIK
202501,2025-01-18,DKI4,22.0,14.0,11.0,8.0,15.0,9.0,22.0,PM10,BAIK
202501,2025-01-18,DKI5,7.0,25.0,11.0,3.0,55.0,,55.0,O3,SEDANG
202501,2025-01-19,DKI1,29.0,50.0,34.0,12.0,10.0,20.0,50.0,PM25,BAIK
202501,2025-01-19,DKI2,33.0,39.0,24.0,10.0,11.0,17.0,39.0,PM25,BAIK
202501,2025-01-19,DKI3,19.0,40.0,12.0,6.0,11.0,17.0,40.0,PM25,BAIK
202501,2025-01-19,DKI4,27.0,16.0,12.0,8.0,17.0,9.0,27.0,PM10,BAIK
202501,2025-01-19,DKI5,11.0,37.0,24.0,3.0,49.0,3.0,49.0,O3,BAIK
202501,2025-01-20,DKI1,25.0,39.0,30.0,10.0,11.0,22.0,39.0,PM25,BAIK
202501,2025-01-20,DKI2,26.0,37.0,26.0,10.0,12.0,12.0,37.0,PM25,BAIK
202501,2025-01-20,DKI3,23.0,41.0,13.0,7.0,12.0,12.0,41.0,PM25,BAIK
202501,2025-01-20,DKI4,27.0,16.0,12.0,10.0,18.0,9.0,27.0,PM10,BAIK
202501,2025-01-20,DKI5,10.0,43.0,18.0,3.0,52.0,5.0,52.0,O3,SEDANG
202501,2025-01-21,DKI1,32.0,52.0,23.0,19.0,7.0,31.0,52.0,PM25,SEDANG
202501,2025-01-21,DKI2,39.0,53.0,21.0,17.0,9.0,23.0,53.0,PM25,SEDANG
202501,2025-01-21,DKI3,40.0,58.0,13.0,14.0,11.0,56.0,58.0,PM25,SEDANG
202501,2025-01-21,DKI4,39.0,22.0,12.0,14.0,15.0,11.0,39.0,PM10,BAIK
202501,2025-01-21,DKI5,15.0,54.0,3.0,12.0,38.0,13.0,54.0,PM25,SEDANG
202501,2025-01-22,DKI1,31.0,51.0,28.0,17.0,7.0,29.0,51.0,PM25,SEDANG
202501,2025-01-22,DKI2,36.0,52.0,24.0,14.0,9.0,22.0,52.0,PM25,SEDANG
202501,2025-01-22,DKI3,33.0,51.0,14.0,13.0,8.0,48.0,51.0,PM25,SEDANG
202501,2025-01-22,DKI4,31.0,14.0,12.0,16.0,11.0,10.0,31.0,PM10,BAIK
202501,2025-01-22,DKI5,15.0,53.0,16.0,10.0,26.0,14.0,53.0,PM25,SEDANG
202501,2025-01-23,DKI1,38.0,59.0,26.0,16.0,11.0,33.0,59.0,PM25,SEDANG
202501,2025-01-23,DKI2,35.0,46.0,21.0,8.0,13.0,11.0,46.0,PM25,BAIK
202501,2025-01-23,DKI3,57.0,90.0,23.0,20.0,13.0,81.0,90.0,PM25,SEDANG
202501,2025-01-23,DKI4,52.0,35.0,15.0,18.0,18.0,14.0,52.0,PM10,SEDANG
202501,2025-01-23,DKI5,16.0,66.0,28.0,7.0,28.0,15.0,66.0,PM25,SEDANG
202501,2025-01-24,DKI1,52.0,73.0,25.0,22.0,10.0,38.0,73.0,PM25,SEDANG
202501,2025-01-24,DKI2,52.0,68.0,26.0,14.0,11.0,20.0,68.0,PM25,SEDANG
202501,2025-01-24,DKI3,51.0,75.0,22.0,14.0,11.0,59.0,75.0,PM25,SEDANG
202501,2025-01-24,DKI4,54.0,30.0,12.0,13.0,17.0,12.0,54.0,PM10,SEDANG
202501,2025-01-24,DKI5,17.0,74.0,25.0,13.0,25.0,13.0,74.0,PM25,SEDANG
202501,2025-01-25,DKI1,39.0,55.0,24.0,19.0,8.0,24.0,55.0,PM25,SEDANG
202501,2025-01-25,DKI2,47.0,57.0,24.0,15.0,11.0,35.0,57.0,PM25,SEDANG
202501,2025-01-25,DKI3,31.0,57.0,20.0,11.0,9.0,51.0,57.0,PM25,SEDANG
202501,2025-01-25,DKI4,46.0,33.0,14.0,15.0,15.0,11.0,46.0,PM10,BAIK
202501,2025-01-25,DKI5,16.0,64.0,22.0,10.0,24.0,9.0,64.0,PM25,SEDANG
202501,2025-01-26,DKI1,42.0,59.0,32.0,16.0,7.0,28.0,59.0,PM25,SEDANG
