time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa)
2010-06-09,28.8,24.4,3.10,4.0,8.2,97,11.22,26.4,86,96,1009.3,14.8,97,96,72,100,74,10.9,4.3,5.0,1.1,1011.2,1007.7
2010-06-10,30.0,25.0,0.10,1.0,8.7,84,17.43,27.2,82,76,1009.5,18.7,84,92,69,99,28,13.2,6.6,6.5,1.6,1010.9,1007.2
2010-06-11,30.4,25.2,4.70,6.0,12.8,96,17.83,27.0,85,56,1009.4,26.3,96,94,67,100,24,14.7,7.5,5.4,2.0,1010.8,1007.8
2010-06-12,30.1,25.2,3.20,3.0,10.9,113,13.80,26.8,85,97,1009.7,23.0,113,91,72,100,89,14.5,6.8,8.6,3.2,1011.4,1008.2
2010-06-13,30.2,23.4,0.00,0.0,11.2,95,18.67,26.8,84,66,1009.7,23.4,95,98,70,99,2,14.8,7.0,9.7,4.0,1011.2,1008.1
2010-06-14,29.3,24.5,3.80,5.0,12.6,87,14.66,26.9,85,89,1009.9,27.0,87,96,73,100,43,14.5,6.8,7.2,1.8,1011.5,1007.8
2010-06-15,29.2,24.3,13.00,14.0,8.0,125,16.72,26.4,87,51,1009.8,22.0,125,97,74,96,13,11.0,3.7,5.4,0.4,1011.6,1007.6
2010-06-16,28.1,23.5,8.50,15.0,13.4,258,9.12,25.0,91,90,1010.6,27.0,258,97,78,100,49,12.8,5.4,6.1,1.5,1011.9,1009.3
2010-06-17,27.7,23.6,1.00,6.0,7.4,133,8.65,25.3,88,94,1010.6,15.8,133,96,76,100,41,10.4,4.9,5.8,2.2,1012.1,1009.3
2010-06-18,29.3,23.8,3.90,7.0,8.8,112,15.36,25.9,87,82,1010.2,21.6,112,96,72,100,24,12.6,4.4,6.8,0.4,1011.6,1008.0
2010-06-19,27.8,23.1,8.60,11.0,14.8,99,13.04,25.2,89,60,1010.2,34.2,99,97,79,99,14,19.2,8.9,9.4,3.4,1011.6,1008.6
2010-06-20,29.2,23.4,2.00,5.0,18.2,95,15.83,26.0,84,71,1009.7,35.6,95,93,71,98,21,19.7,9.7,9.0,4.6,1010.9,1007.6
2010-06-21,30.1,23.6,0.20,1.0,10.1,89,19.39,26.9,83,44,1009.0,20.5,89,96,66,83,13,13.5,6.3,9.0,2.4,1010.7,1006.3
2010-06-22,30.3,23.8,0.00,0.0,9.4,91,19.89,26.8,80,55,1008.8,19.8,91,95,58,84,20,11.9,4.8,6.5,1.3,1011.0,1007.1
2010-06-23,29.9,21.9,0.20,1.0,8.3,47,18.82,26.2,82,86,1009.9,22.7,47,98,65,100,62,11.8,5.4,4.3,1.5,1011.3,1008.1
2010-06-24,27.9,23.7,8.60,10.0,6.1,27,10.08,25.5,88,91,1009.1,24.8,27,96,79,100,45,13.2,3.4,6.8,1.1,1010.6,1006.7
2010-06-25,28.2,23.6,10.20,15.0,7.4,106,13.24,25.3,89,86,1009.0,26.3,106,96,77,100,46,13.3,4.2,7.6,0.4,1010.7,1006.9
2010-06-26,28.8,23.2,3.90,5.0,7.6,110,14.53,25.4,89,74,1009.6,22.7,110,97,73,98,48,12.2,3.7,6.1,0.7,1010.9,1007.9
2010-06-27,29.7,22.6,0.80,3.0,7.0,166,18.34,26.0,85,49,1008.7,20.9,166,99,68,100,8,12.8,4.9,8.6,1.9,1010.4,1006.4
2010-06-28,28.7,23.6,1.60,4.0,8.6,78,12.90,25.8,86,89,1008.5,21.2,78,95,73,100,17,11.2,3.8,6.8,0.8,1010.2,1006.3
2010-06-29,28.2,23.5,6.70,11.0,12.5,85,11.39,25.4,89,88,1009.0,25.6,85,96,80,100,58,15.3,6.1,8.3,2.4,1010.5,1007.9
2010-06-30,29.1,23.1,2.30,10.0,15.5,101,16.97,26.0,86,84,1008.5,29.5,101,96,72,99,47,17.2,8.5,9.7,4.6,1010.2,1006.3
2010-07-01,29.1,24.2,4.00,16.0,12.8,94,13.98,26.2,86,97,1008.3,27.0,94,94,72,100,89,14.9,7.4,6.1,3.8,1009.7,1006.2
2010-07-02,29.3,23.2,8.50,11.0,9.4,43,18.31,26.0,86,72,1008.5,25.9,43,98,70,97,27,14.3,5.1,6.1,2.6,1010.6,1006.6
2010-07-03,29.5,23.9,15.10,12.0,9.0,252,17.41,26.0,86,96,1010.6,22.0,252,94,72,100,90,14.4,6.1,7.9,2.2,1012.9,1009.0
2010-07-04,29.6,23.4,0.80,3.0,7.6,233,13.22,26.4,82,90,1010.9,22.7,233,95,65,99,60,11.9,4.4,7.2,1.1,1012.5,1008.9
2010-07-05,29.1,24.2,2.70,6.0,8.7,90,13.62,26.2,85,63,1009.8,21.6,90,94,72,100,36,13.7,5.9,6.8,3.4,1011.3,1007.5
2010-07-06,29.4,23.8,5.00,8.0,8.9,83,17.24,26.4,85,82,1009.5,21.2,83,95,73,99,44,11.7,3.7,6.1,1.0,1011.2,1007.4
2010-07-07,29.0,23.4,5.00,12.0,8.6,97,14.78,26.1,88,69,1009.2,19.1,97,97,78,94,41,10.6,3.8,5.8,1.8,1010.9,1007.0
2010-07-08,28.2,23.6,18.00,17.0,9.1,266,14.82,25.5,88,82,1010.2,20.2,266,97,76,100,57,12.7,4.9,6.1,2.2,1012.4,1008.3
2010-07-09,29.2,23.0,6.80,5.0,7.7,159,17.23,25.7,85,76,1009.8,20.9,159,94,73,100,29,12.7,5.3,8.6,1.6,1011.9,1007.3
2010-07-10,29.1,23.4,4.80,9.0,12.9,110,16.69,25.7,86,86,1009.9,28.4,110,95,71,100,57,16.0,6.6,7.2,3.6,1011.6,1008.5
2010-07-11,29.7,23.1,3.60,5.0,8.9,102,18.19,25.9,86,68,1010.2,24.5,102,98,69,100,20,13.6,4.3,6.5,0.4,1012.1,1008.2
2010-07-12,29.6,23.6,8.50,9.0,7.0,136,19.16,26.1,86,60,1009.1,23.8,136,96,70,95,29,13.1,3.8,8.3,0.8,1010.7,1006.9
2010-07-13,28.3,23.4,6.30,11.0,9.0,99,14.42,25.5,87,87,1008.9,27.4,99,96,75,100,48,15.1,4.2,7.9,0.5,1010.4,1006.9
2010-07-14,28.6,23.0,2.70,9.0,9.4,118,16.39,25.5,88,91,1008.2,28.4,118,96,77,99,83,15.4,4.9,6.8,1.8,1009.7,1006.8
2010-07-15,29.6,22.5,6.30,7.0,9.3,121,16.35,25.5,88,87,1007.1,28.1,121,99,70,100,61,14.8,5.4,7.6,1.4,1008.4,1005.1
2010-07-16,27.1,23.9,8.10,21.0,8.8,116,7.22,25.1,91,98,1007.7,20.2,116,97,84,100,92,12.7,3.5,6.8,1.3,1009.7,1006.4
2010-07-17,28.3,23.3,13.80,11.0,7.6,302,15.13,25.2,90,100,1009.6,25.9,302,96,78,100,97,13.9,4.5,7.2,1.5,1011.2,1007.9
2010-07-18,28.6,23.0,26.00,11.0,9.7,103,15.66,25.2,89,95,1010.0,23.0,103,98,75,100,67,13.2,5.2,7.6,0.5,1011.5,1008.1
2010-07-19,28.9,23.7,9.30,17.0,8.0,206,15.09,25.5,88,65,1010.3,22.3,206,96,75,100,21,13.6,5.3,5.0,1.0,1012.0,1007.7
2010-07-20,29.5,22.9,0.20,2.0,7.3,145,17.92,26.0,85,67,1009.8,18.7,145,99,69,100,19,12.0,5.4,7.9,1.8,1011.6,1007.5
2010-07-21,28.8,23.6,4.00,15.0,8.4,85,17.31,25.7,88,85,1009.7,20.9,85,96,77,98,51,12.1,3.9,7.6,0.8,1011.9,1007.2
2010-07-22,29.3,22.7,1.60,8.0,7.9,240,19.03,25.7,84,42,1009.8,18.0,240,96,67,87,12,11.5,4.8,5.4,1.1,1011.5,1007.5
2010-07-23,29.6,23.2,0.00,0.0,9.4,337,20.23,26.1,82,44,1009.0,17.6,337,96,63,85,3,11.8,5.1,5.8,2.3,1010.7,1006.9
2010-07-24,29.6,22.6,0.00,0.0,8.6,81,20.07,26.0,81,50,1007.9,19.8,81,96,61,97,4,12.3,5.0,6.8,0.5,1009.5,1005.7
2010-07-25,29.7,22.8,0.10,1.0,10.4,89,17.76,26.2,80,99,1007.8,20.9,89,95,61,100,92,13.2,6.0,7.6,3.0,1009.1,1006.1
2010-07-26,28.8,24.1,24.70,12.0,9.1,85,15.62,26.0,85,74,1008.5,29.5,85,96,72,100,21,16.2,5.5,9.4,2.8,1010.4,1006.4
2010-07-27,26.5,23.9,42.60,24.0,10.5,79,9.01,24.8,92,99,1010.5,25.2,79,96,84,100,97,16.1,6.0,7.9,1.0,1012.1,1008.8
2010-07-28,27.8,23.6,7.10,12.0,6.1,106,8.83,25.3,88,92,1010.0,19.8,106,96,75,100,69,11.0,3.8,7.2,0.8,1011.5,1007.7
2010-07-29,29.2,23.2,2.50,9.0,10.3,92,18.34,26.1,84,69,1009.7,23.4,92,95,71,97,17,14.7,6.7,7.9,3.0,1010.9,1007.2
2010-07-30,29.8,23.2,0.90,7.0,13.7,97,19.25,26.4,84,49,1010.2,31.0,97,95,67,98,12,15.8,7.6,6.5,1.8,1012.2,1008.3
2010-07-31,30.0,23.5,0.00,0.0,8.2,102,20.26,26.5,81,25,1010.8,18.4,102,94,64,57,8,10.9,4.4,5.8,0.7,1012.1,1008.5
2010-08-01,29.4,22.8,0.10,1.0,6.2,213,19.82,26.1,82,35,1011.2,17.6,213,95,66,74,6,10.8,4.4,5.4,1.8,1012.9,1009.0
2010-08-02,29.5,22.5,0.40,2.0,8.0,159,18.87,26.0,82,84,1010.8,18.0,159,97,66,100,43,10.6,4.2,6.1,1.8,1012.6,1008.6
2010-08-03,29.7,23.1,0.00,0.0,8.6,111,20.68,26.2,80,49,1009.0,18.4,111,92,65,97,5,11.7,5.1,6.1,1.1,1010.5,1006.7
2010-08-04,29.4,23.5,9.60,12.0,7.7,178,17.60,25.7,85,62,1009.2,20.5,178,94,70,91,37,11.0,3.3,6.1,0.5,1011.5,1006.8
2010-08-05,29.3,23.4,6.00,8.0,7.5,110,16.30,25.8,85,82,1009.9,15.5,110,97,68,100,38,10.2,4.0,6.1,1.1,1011.9,1007.5
2010-08-06,29.4,23.1,11.90,10.0,6.9,129,18.64,25.8,86,100,1010.2,19.4,129,97,69,100,98,12.2,4.7,6.5,0.7,1012.0,1007.9
2010-08-07,29.2,23.6,0.80,3.0,8.4,174,18.36,26.0,84,67,1009.4,22.0,174,96,69,89,30,11.3,4.0,6.1,1.5,1011.2,1007.2
2010-08-08,28.8,23.3,0.40,3.0,8.2,116,18.47,26.1,82,74,1009.0,19.1,116,95,68,97,41,12.4,4.4,7.2,0.7,1011.1,1006.6
2010-08-09,30.1,24.1,0.10,1.0,10.0,238,19.86,26.8,78,64,1009.0,19.8,238,90,62,100,31,12.9,5.6,7.6,3.3,1010.9,1007.3
2010-08-10,29.9,23.5,0.00,0.0,12.4,93,20.53,26.8,79,64,1008.5,24.1,93,92,65,100,19,15.6,7.7,8.6,3.8,1010.4,1006.2
2010-08-11,29.3,24.3,8.30,14.0,13.7,96,14.74,26.2,85,55,1009.0,29.9,96,94,72,92,26,16.4,7.8,7.9,2.8,1010.5,1006.7
2010-08-12,29.9,23.9,2.70,5.0,13.2,95,19.05,26.7,84,55,1009.3,31.0,95,95,70,90,11,18.4,7.7,9.0,3.6,1011.3,1007.0
2010-08-13,29.4,24.5,5.80,7.0,15.4,91,19.01,26.4,86,74,1008.3,36.4,91,94,76,100,15,20.4,9.0,8.3,3.6,1009.8,1006.0
2010-08-14,28.7,23.5,5.30,10.0,10.5,100,16.47,25.9,87,98,1009.2,31.7,100,96,77,100,87,20.0,5.7,8.3,3.2,1011.1,1007.2
2010-08-15,28.8,23.6,4.90,10.0,9.4,144,16.84,25.9,88,89,1010.2,24.8,144,96,72,100,57,13.2,4.3,4.7,1.5,1011.8,1008.1
2010-08-16,29.3,23.5,8.30,10.0,8.9,289,18.51,25.8,88,78,1010.2,22.7,289,97,74,100,29,12.9,4.0,7.6,0.4,1012.0,1007.5
2010-08-17,28.5,23.6,4.80,11.0,6.5,198,14.89,25.8,86,72,1008.5,18.4,198,97,73,99,28,10.4,3.4,5.4,1.1,1010.0,1006.5
2010-08-18,29.1,23.1,2.40,6.0,8.7,248,18.35,25.9,85,52,1008.7,21.2,248,96,72,100,13,12.0,4.9,7.6,0.7,1011.2,1006.6
2010-08-19,29.9,23.2,5.50,6.0,9.9,229,18.63,25.9,85,91,1009.5,21.2,229,94,71,100,57,12.1,6.1,6.5,3.7,1011.7,1006.7
2010-08-20,30.1,23.4,5.60,3.0,7.6,225,20.48,26.2,85,71,1009.2,20.5,225,97,69,100,7,12.2,5.2,6.8,3.2,1010.9,1006.7
2010-08-21,29.6,23.3,2.80,6.0,8.7,185,17.49,26.2,83,97,1009.0,22.3,185,96,69,100,76,12.5,4.4,7.6,0.8,1011.1,1006.2
2010-08-22,29.6,23.6,0.60,3.0,8.4,91,19.16,26.4,82,66,1008.1,20.5,91,92,68,100,21,13.5,5.0,6.1,1.3,1010.4,1005.7
2010-08-23,29.8,23.9,0.80,3.0,11.4,91,15.96,26.7,82,80,1008.1,23.4,91,94,69,100,49,16.0,8.4,7.6,5.5,1009.6,1005.6
2010-08-24,29.5,24.7,3.10,10.0,11.8,96,17.52,26.7,84,74,1009.2,24.8,96,93,73,99,3,15.4,7.0,8.3,2.9,1010.7,1007.1
2010-08-25,30.1,23.8,3.80,7.0,10.1,98,20.82,26.6,84,36,1009.8,21.6,98,95,69,72,13,14.3,5.6,7.9,3.1,1011.1,1007.7
2010-08-26,29.6,23.7,9.10,10.0,10.7,98,17.96,26.0,87,44,1010.0,24.5,98,95,71,87,11,15.5,5.7,8.6,1.8,1011.7,1008.1
2010-08-27,29.0,23.0,2.90,9.0,9.3,75,17.25,25.9,86,65,1010.3,21.2,75,96,75,96,8,12.5,4.6,7.6,1.0,1012.1,1008.3
2010-08-28,29.7,23.1,5.80,6.0,8.5,165,19.75,25.9,86,56,1010.1,21.6,165,96,73,85,17,12.5,5.1,7.9,3.0,1011.6,1007.8
2010-08-29,30.1,22.8,0.40,2.0,9.2,109,21.84,26.3,82,35,1009.9,19.8,109,96,64,73,16,12.8,5.0,7.6,3.3,1011.9,1007.2
2010-08-30,29.9,23.6,1.20,3.0,11.8,90,21.83,26.5,82,16,1009.4,27.7,90,92,68,48,3,14.8,6.5,7.6,3.7,1010.8,1007.7
2010-08-31,29.9,22.9,1.80,3.0,11.3,113,22.39,26.2,83,30,1009.3,26.6,113,95,66,94,3,16.0,6.7,8.6,3.4,1010.9,1006.5
2010-09-01,30.0,23.0,3.90,4.0,8.5,128,21.18,26.3,82,60,1009.2,22.0,128,94,66,99,12,13.0,5.2,8.3,1.8,1010.7,1007.2
2010-09-02,30.2,23.9,4.70,10.0,9.5,186,20.45,26.4,83,63,1009.5,21.2,186,93,66,98,14,11.8,5.0,5.8,2.3,1011.1,1007.4
2010-09-03,29.3,23.6,8.90,11.0,10.5,215,19.54,26.2,85,70,1008.8,24.1,215,95,71,99,29,14.5,5.5,7.6,1.8,1010.3,1006.0
2010-09-04,30.0,23.2,1.10,5.0,8.9,106,22.37,26.4,82,92,1009.0,20.5,106,97,65,100,75,13.2,4.7,8.3,0.8,1011.6,1006.5
2010-09-05,28.7,23.9,15.50,14.0,13.0,329,16.29,25.6,88,93,1010.5,25.9,329,96,76,100,72,13.2,4.2,6.5,1.1,1012.4,1008.5
2010-09-06,27.2,23.5,8.70,18.0,6.6,216,8.99,25.0,90,100,1010.5,16.2,216,97,79,100,97,9.6,3.3,5.0,1.1,1012.3,1008.4
2010-09-07,29.2,23.6,8.10,13.0,10.2,118,19.00,26.1,85,79,1009.0,24.1,118,96,67,100,32,13.5,5.0,6.1,1.3,1011.2,1006.6
2010-09-08,29.6,23.2,12.40,10.0,7.0,229,16.68,25.6,87,95,1010.5,17.3,229,96,67,100,69,10.9,4.1,5.4,1.5,1012.8,1008.9
2010-09-09,29.8,23.6,7.50,11.0,6.8,227,18.34,26.0,83,99,1010.2,21.2,227,95,64,100,91,11.5,4.3,6.5,0.5,1011.8,1007.4
2010-09-10,29.5,23.0,1.10,5.0,8.7,104,19.02,25.9,84,96,1009.3,20.2,104,96,68,100,74,11.6,4.3,6.8,1.3,1010.9,1007.0
2010-09-11,29.9,23.1,5.50,10.0,8.4,187,21.19,26.1,85,74,1009.2,21.2,187,97,67,100,25,13.0,4.5,8.3,0.8,1011.5,1007.1
2010-09-12,29.5,23.5,0.80,3.0,5.8,142,19.86,26.4,84,93,1009.8,19.8,142,96,70,100,55,12.6,3.8,6.8,1.1,1012.2,1007.0
2010-09-13,28.9,23.9,6.00,14.0,8.7,80,16.12,26.0,87,95,1009.2,20.5,80,95,75,100,63,11.4,3.4,5.8,0.8,1010.7,1007.2
2010-09-14,29.4,23.0,1.50,4.0,8.9,120,19.84,26.1,84,70,1008.5,21.6,120,96,69,91,34,13.4,5.0,7.6,2.9,1010.2,1006.0
2010-09-15,29.0,23.3,14.20,16.0,8.0,227,16.85,25.6,88,83,1009.2,26.6,227,97,74,100,22,11.4,3.8,4.3,1.0,1011.1,1007.8
2010-09-16,27.9,23.8,11.80,9.0,6.4,231,11.25,25.5,87,99,1009.3,20.9,231,94,75,100,97,12.6,4.7,5.8,2.0,1010.5,1007.4
2010-09-17,30.5,23.5,4.50,6.0,7.6,113,19.84,25.9,86,77,1008.5,18.4,113,96,65,100,9,13.0,5.4,7.6,2.9,1010.0,1006.5
2010-09-18,29.8,22.8,2.20,8.0,10.0,101,19.98,26.0,87,48,1008.2,27.0,101,98,71,91,12,13.7,5.6,6.1,2.9,1010.0,1005.5
2010-09-19,29.4,23.5,2.20,7.0,10.2,121,18.32,26.1,87,73,1008.3,23.8,121,98,73,100,17,14.1,5.4,5.8,1.1,1010.4,1006.0
2010-09-20,30.1,23.3,8.80,9.0,8.1,110,20.58,26.3,85,65,1008.2,24.5,110,96,70,99,8,13.4,4.7,7.9,2.2,1010.5,1005.6
2010-09-21,29.6,23.9,5.50,13.0,8.3,107,19.32,26.3,86,88,1008.4,20.9,107,96,73,100,49,14.7,5.2,7.9,2.3,1010.6,1005.7
2010-09-22,29.0,23.4,10.60,11.0,10.5,92,18.44,25.6,88,85,1008.7,26.6,92,97,74,100,59,15.6,6.2,7.6,1.3,1010.4,1006.7
2010-09-23,29.0,23.4,9.00,13.0,9.2,235,19.16,26.0,87,88,1008.6,21.6,235,97,73,100,28,12.7,5.1,7.2,1.8,1010.3,1006.1
2010-09-24,29.4,23.8,7.00,11.0,7.1,96,19.67,26.1,86,98,1008.7,21.2,96,96,71,100,90,13.7,5.0,7.2,2.1,1010.5,1006.1
2010-09-25,27.0,23.8,11.80,21.0,11.5,92,9.54,25.1,90,97,1009.5,29.5,92,96,82,100,81,17.2,6.2,6.8,2.4,1011.8,1007.6
2010-09-26,29.0,23.7,5.90,18.0,8.1,106,10.95,26.0,85,98,1010.1,18.7,106,95,68,100,89,12.4,5.8,5.4,1.9,1011.7,1006.9
2010-09-27,29.1,23.3,5.40,8.0,11.3,276,19.25,26.1,86,84,1009.6,25.2,276,97,74,100,42,12.9,5.5,5.4,1.3,1011.5,1008.0
2010-09-28,30.0,23.3,1.20,3.0,9.0,114,21.34,26.5,84,98,1009.0,19.8,114,97,70,100,84,11.5,4.8,5.8,0.8,1010.8,1006.9
2010-09-29,29.5,23.6,4.10,6.0,9.1,237,20.18,26.5,83,63,1008.3,24.5,237,96,69,100,7,11.3,4.2,4.3,1.3,1010.2,1005.3
2010-09-30,30.2,23.7,2.30,7.0,8.3,149,22.20,26.5,84,71,1007.2,22.3,149,94,69,100,25,12.3,4.2,5.8,0.4,1009.1,1004.7
2010-10-01,30.6,23.3,0.60,2.0,7.5,159,22.68,26.8,82,49,1006.2,20.2,159,97,66,91,11,13.6,4.5,7.2,0.8,1007.7,1003.7
2010-10-02,30.3,24.3,11.00,9.0,9.1,176,21.60,26.8,84,82,1005.9,25.6,176,96,71,100,22,14.3,4.6,7.6,1.4,1007.6,1003.5
2010-10-03,28.6,23.9,9.30,14.0,14.4,92,15.05,25.8,89,99,1007.0,40.3,92,97,77,100,96,22.6,7.5,9.0,1.8,1008.8,1004.9
2010-10-04,29.5,23.3,4.10,7.0,14.0,99,18.64,26.2,88,98,1007.6,41.4,99,97,75,100,91,20.0,5.7,5.0,0.8,1009.5,1005.7
2010-10-05,30.4,23.9,2.00,4.0,6.6,236,18.06,26.6,86,98,1008.1,29.5,236,96,73,100,81,14.4,4.0,6.8,1.8,1009.8,1006.6
2010-10-06,29.8,24.4,12.50,13.0,10.9,263,19.88,26.6,86,77,1008.2,25.6,263,94,73,100,21,13.6,5.5,9.0,2.9,1010.7,1006.1
2010-10-07,29.3,24.3,18.80,11.0,8.0,185,17.32,26.2,87,98,1008.9,21.6,185,95,74,100,87,13.8,4.9,7.9,1.6,1011.0,1005.9
2010-10-08,29.0,23.7,17.10,13.0,10.0,109,20.02,25.9,86,72,1009.2,24.8,109,94,76,99,16,14.6,5.4,8.3,3.1,1011.0,1006.4
2010-10-09,29.4,23.1,1.30,6.0,9.4,72,22.38,25.6,85,64,1009.4,23.0,72,95,72,100,11,13.6,5.6,5.8,2.1,1011.8,1006.9
2010-10-10,31.1,21.2,0.00,0.0,8.1,217,26.15,25.9,79,67,1008.6,18.4,217,99,52,100,16,13.2,5.4,8.6,3.1,1010.7,1006.2
2010-10-11,30.9,21.1,0.00,0.0,10.1,226,26.79,25.8,77,46,1009.4,18.4,226,97,51,82,4,14.9,7.1,9.7,0.8,1011.5,1007.2
2010-10-12,30.3,22.2,0.80,2.0,7.5,95,24.93,26.2,78,54,1009.4,22.3,95,92,62,98,20,13.6,5.9,9.0,1.8,1010.9,1007.1
2010-10-13,29.6,23.7,19.50,17.0,9.3,97,20.17,26.0,86,76,1009.2,20.5,97,96,73,98,42,13.2,5.3,6.5,2.9,1010.7,1006.5
2010-10-14,29.0,23.2,3.20,2.0,9.7,214,16.99,25.7,86,78,1008.2,23.4,214,97,71,100,30,13.1,5.5,6.1,2.5,1010.0,1005.9
2010-10-15,30.2,23.4,4.00,5.0,10.4,228,21.91,26.3,83,72,1008.1,25.2,228,94,68,99,29,13.6,6.5,8.6,3.7,1009.7,1005.8
2010-10-16,30.4,23.4,2.50,6.0,7.5,215,20.03,26.3,83,96,1008.2,23.8,215,96,64,100,81,12.9,5.1,8.6,2.0,1010.0,1005.4
2010-10-17,30.2,24.2,0.60,2.0,7.6,233,17.88,26.7,82,97,1008.2,23.0,233,95,66,100,89,12.1,4.8,7.6,0.5,1010.1,1005.3
2010-10-18,29.4,23.8,8.00,12.0,11.7,229,18.08,26.2,85,94,1009.2,23.8,229,95,70,100,74,13.1,7.9,7.6,4.5,1011.3,1006.7
2010-10-19,30.0,23.6,6.60,5.0,9.1,233,21.20,26.3,84,81,1009.2,21.2,233,95,67,99,31,13.1,6.1,7.2,4.7,1011.1,1006.3
2010-10-20,28.7,23.6,2.60,11.0,9.4,269,17.40,26.3,84,99,1009.2,21.2,269,96,73,100,93,12.5,5.9,7.6,0.8,1011.2,1006.3
2010-10-21,30.1,23.5,4.80,4.0,9.2,221,21.96,26.6,82,95,1008.3,23.8,221,93,68,100,82,13.7,6.2,9.0,2.9,1010.6,1005.3
2010-10-22,29.9,23.5,3.70,10.0,7.8,218,19.35,26.6,83,81,1007.7,21.6,218,95,68,100,32,12.9,4.6,6.1,0.7,1009.6,1005.0
2010-10-23,29.0,23.3,17.40,19.0,8.2,83,17.49,26.0,87,99,1008.1,22.7,83,97,76,100,91,13.6,4.6,7.6,1.3,1010.0,1005.5
2010-10-24,29.2,23.9,14.50,15.0,10.4,241,19.03,26.1,87,94,1008.1,23.8,241,96,74,100,64,13.6,5.3,9.0,2.9,1009.8,1005.4
2010-10-25,27.6,24.0,24.40,21.0,10.1,75,11.75,25.2,91,97,1008.5,22.3,75,96,81,100,68,13.1,4.5,5.4,1.1,1010.8,1006.7
2010-10-26,29.4,24.0,17.60,12.0,11.9,173,17.07,25.7,88,100,1009.1,27.4,173,96,74,100,98,14.9,5.3,7.9,1.1,1010.6,1007.6
2010-10-27,29.4,23.2,13.10,9.0,10.6,236,19.77,25.9,86,70,1008.9,23.8,236,97,73,100,8,16.1,7.0,9.4,5.0,1010.6,1007.4
2010-10-28,28.0,23.5,7.90,15.0,9.2,240,11.41,25.4,89,100,1008.4,18.0,240,96,80,100,98,11.9,6.2,6.8,3.2,1009.9,1006.6
2010-10-29,28.4,23.3,2.20,7.0,7.3,214,17.44,25.8,86,76,1008.2,24.1,214,97,75,100,20,12.5,4.0,6.1,1.0,1009.8,1005.6
2010-10-30,28.5,23.5,7.60,13.0,8.4,213,15.19,25.5,89,99,1008.7,21.6,213,96,78,100,82,11.8,3.8,5.8,0.5,1010.6,1006.8
2010-10-31,30.0,24.0,0.30,2.0,13.6,232,14.47,26.5,82,86,1007.7,31.0,232,94,64,100,20,13.8,7.4,8.3,4.2,1009.6,1005.2
2010-11-01,30.0,24.4,0.80,3.0,11.0,215,16.69,27.0,76,87,1006.4,24.5,215,89,63,100,50,17.1,8.7,11.5,5.1,1008.4,1003.6
2010-11-02,30.2,23.9,4.20,10.0,12.4,225,17.84,26.8,79,88,1007.0,27.0,225,91,64,100,70,16.5,8.0,10.4,5.0,1009.0,1004.6
2010-11-03,30.6,24.2,4.30,6.0,7.8,223,19.59,26.8,83,100,1008.2,20.2,223,95,67,100,99,11.7,4.3,6.1,0.8,1010.5,1006.3
2010-11-04,29.0,24.5,10.20,18.0,14.1,249,12.65,26.1,85,98,1008.7,28.4,249,94,72,100,90,16.6,8.6,9.4,3.8,1010.6,1006.4
2010-11-05,28.6,24.2,5.10,10.0,16.5,236,11.44,26.0,84,100,1007.7,31.0,236,93,72,100,98,20.4,11.4,10.4,4.8,1009.2,1005.6
2010-11-06,30.6,23.6,0.00,0.0,13.0,240,21.69,26.9,78,97,1007.8,30.2,240,95,60,100,86,17.0,9.2,11.9,5.7,1009.4,1005.3
2010-11-07,27.9,24.1,14.90,18.0,14.1,254,14.21,25.8,86,98,1008.7,29.9,254,92,78,100,96,19.0,9.7,9.7,5.3,1010.2,1006.9
2010-11-08,28.3,23.7,6.70,18.0,18.3,246,13.05,25.6,85,100,1009.0,35.3,246,94,71,100,99,25.0,13.0,18.4,7.5,1010.7,1007.2
2010-11-09,29.5,24.0,11.50,10.0,12.4,237,15.78,26.2,85,99,1009.3,23.8,237,92,72,100,94,16.2,6.7,8.6,0.8,1011.0,1006.5
2010-11-10,29.1,23.7,9.80,16.0,8.6,97,15.71,25.8,86,100,1009.7,21.2,97,95,74,100,98,15.5,4.7,6.1,1.8,1011.6,1007.1
2010-11-11,28.3,24.2,6.40,14.0,17.0,89,17.46,25.8,87,89,1008.7,36.4,89,94,80,100,42,22.5,10.1,10.8,4.7,1010.3,1006.7
2010-11-12,27.7,23.9,15.50,15.0,14.1,85,15.94,25.4,88,86,1007.7,29.2,85,94,79,100,42,17.1,8.7,10.4,4.2,1009.3,1005.6
2010-11-13,27.4,23.4,59.10,20.0,8.5,121,9.99,24.7,91,100,1008.8,19.4,121,96,82,100,97,14.1,4.2,9.7,2.2,1010.8,1007.4
2010-11-14,28.8,23.0,4.20,11.0,9.8,238,16.65,25.9,86,96,1009.8,24.8,238,97,75,100,76,13.7,5.7,6.5,2.5,1011.4,1007.5
